"SubjectID" "ActivityName" "AverageOfBodyAcceleration-ThroughTime-Mean-X-axis" "AverageOfBodyAcceleration-ThroughTime-Mean-Y-axis" "AverageOfBodyAcceleration-ThroughTime-Mean-Z-axis" "AverageOfBodyAcceleration-ThroughTime-StandardDeviation-X-axis" "AverageOfBodyAcceleration-ThroughTime-StandardDeviation-Y-axis" "AverageOfBodyAcceleration-ThroughTime-StandardDeviation-Z-axis" "AverageOfGravityAcceleration-ThroughTime-Mean-X-axis" "AverageOfGravityAcceleration-ThroughTime-Mean-Y-axis" "AverageOfGravityAcceleration-ThroughTime-Mean-Z-axis" "AverageOfGravityAcceleration-ThroughTime-StandardDeviation-X-axis" "AverageOfGravityAcceleration-ThroughTime-StandardDeviation-Y-axis" "AverageOfGravityAcceleration-ThroughTime-StandardDeviation-Z-axis" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-Mean-X-axis" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-Mean-Y-axis" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-Mean-Z-axis" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-StandardDeviation-X-axis" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-StandardDeviation-Y-axis" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-StandardDeviation-Z-axis" "AverageOfBodyAngularVelocity-ThroughTime-Mean-X-axis" "AverageOfBodyAngularVelocity-ThroughTime-Mean-Y-axis" "AverageOfBodyAngularVelocity-ThroughTime-Mean-Z-axis" "AverageOfBodyAngularVelocity-ThroughTime-StandardDeviation-X-axis" "AverageOfBodyAngularVelocity-ThroughTime-StandardDeviation-Y-axis" "AverageOfBodyAngularVelocity-ThroughTime-StandardDeviation-Z-axis" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-Mean-X-axis" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-Mean-Y-axis" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-Mean-Z-axis" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-StandardDeviation-X-axis" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-StandardDeviation-Y-axis" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-StandardDeviation-Z-axis" "AverageOfBodyAcceleration-ThroughTime-Magnitude-Mean" "AverageOfBodyAcceleration-ThroughTime-Magnitude-StandardDeviation" "AverageOfGravityAcceleration-ThroughTime-Magnitude-Mean" "AverageOfGravityAcceleration-ThroughTime-Magnitude-StandardDeviation" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-Magnitude-Mean" "AverageOfBodyAcceleration-ThroughTime-JerkSignal-Magnitude-StandardDeviation" "AverageOfBodyAngularVelocity-ThroughTime-Magnitude-Mean" "AverageOfBodyAngularVelocity-ThroughTime-Magnitude-StandardDeviation" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-Magnitude-Mean" "AverageOfBodyAngularVelocity-ThroughTime-JerkSignal-Magnitude-StandardDeviation" "AverageOfBodyAcceleration-Frequency-Mean-X-axis" "AverageOfBodyAcceleration-Frequency-Mean-Y-axis" "AverageOfBodyAcceleration-Frequency-Mean-Z-axis" "AverageOfBodyAcceleration-Frequency-StandardDeviation-X-axis" "AverageOfBodyAcceleration-Frequency-StandardDeviation-Y-axis" "AverageOfBodyAcceleration-Frequency-StandardDeviation-Z-axis" "AverageOfBodyAcceleration-Frequency-JerkSignal-Mean-X-axis" "AverageOfBodyAcceleration-Frequency-JerkSignal-Mean-Y-axis" "AverageOfBodyAcceleration-Frequency-JerkSignal-Mean-Z-axis" "AverageOfBodyAcceleration-Frequency-JerkSignal-StandardDeviation-X-axis" "AverageOfBodyAcceleration-Frequency-JerkSignal-StandardDeviation-Y-axis" "AverageOfBodyAcceleration-Frequency-JerkSignal-StandardDeviation-Z-axis" "AverageOfBodyAngularVelocity-Frequency-Mean-X-axis" "AverageOfBodyAngularVelocity-Frequency-Mean-Y-axis" "AverageOfBodyAngularVelocity-Frequency-Mean-Z-axis" "AverageOfBodyAngularVelocity-Frequency-StandardDeviation-X-axis" "AverageOfBodyAngularVelocity-Frequency-StandardDeviation-Y-axis" "AverageOfBodyAngularVelocity-Frequency-StandardDeviation-Z-axis" "AverageOfBodyAcceleration-Frequency-Magnitude-Mean" "AverageOfBodyAcceleration-Frequency-Magnitude-StandardDeviation" "AverageOfBodyAcceleration-Frequency-JerkSignal-Magnitude-Mean" "AverageOfBodyAcceleration-Frequency-JerkSignal-Magnitude-StandardDeviation" "AverageOfBodyAngularVelocity-Frequency-Magnitude-Mean" "AverageOfBodyAngularVelocity-Frequency-Magnitude-StandardDeviation" "AverageOfBodyAngularVelocity-Frequency-JerkSignal-Magnitude-Mean" "AverageOfBodyAngularVelocity-Frequency-JerkSignal-Magnitude-StandardDeviation"
7 "SITTING" 0.27784710244898 -0.0160979375734694 -0.106105977306122 -0.95089543744898 -0.929756062244898 -0.912510677836735 0.69831681755102 0.0305889185112245 0.1752746363 -0.990406586122449 -0.987130586938776 -0.972355868571429 0.0652371026122449 0.00999664205714286 0.00423323335020408 -0.95769812244898 -0.947256172244898 -0.952028323142857 -0.0238930650673469 -0.0788710422346939 0.0821956371367347 -0.948397964285714 -0.937439730183673 -0.956349077755102 -0.0980456400204082 -0.0435066611836735 -0.0514536273673469 -0.953884656530612 -0.955334511612245 -0.969661548163265 -0.933554606408163 -0.925568920428571 -0.933554606408163 -0.925568920428571 -0.954031296816326 -0.942907546938776 -0.936054735510204 -0.920845761632653 -0.96203271877551 -0.950411399591837 -0.956309493877551 -0.935390993673469 -0.931079253285714 -0.949238483693878 -0.930837038367347 -0.909117391693878 -0.958974649183673 -0.949882125918367 -0.948092140989388 -0.960141526938776 -0.948272673877551 -0.95446467755102 -0.94257855855102 -0.940747047428571 -0.955228173877551 -0.950693436530612 -0.937083177959184 -0.960716322857143 -0.930671542006122 -0.933741901346939 -0.944816865510204 -0.940022912881633 -0.933974079795918 -0.926613477346939 -0.952424562857143 -0.951042722244898
7 "STANDING" 0.286290505192308 -0.0168406177361538 -0.113195423192308 -0.773865948076923 -0.729913811115385 -0.666602284576923 0.626492421730769 0.00305064063076923 0.10727614325 -0.977410105 -0.959751501923077 -0.941208662307692 0.0638751399230769 -0.000387400377692308 -0.03087757591 -0.787851345903846 -0.781664309692308 -0.804031223211538 -0.0470250499319231 -0.0686118337692308 0.0871948298846154 -0.816299140961538 -0.780845763980769 -0.787636402173077 -0.0723897707884615 -0.0494334280269231 -0.0659752096865385 -0.832358533576923 -0.804907857461538 -0.859745508076923 -0.719718813519231 -0.713831857807692 -0.719718813519231 -0.713831857807692 -0.787140774519231 -0.745875605480769 -0.754760614980769 -0.733728015826923 -0.834802688269231 -0.791122104461538 -0.783684074903846 -0.748714368365385 -0.720258774211538 -0.770757348461538 -0.738024620269231 -0.6646831559175 -0.798415524692308 -0.794051294346154 -0.788807649788462 -0.79659191275 -0.782886682403846 -0.81796615515 -0.784233142846154 -0.771559576230769 -0.791209099634615 -0.827596846346154 -0.790490574038462 -0.806833377115385 -0.724049080115385 -0.752873126211538 -0.744870391480769 -0.748598903538462 -0.758597411726923 -0.764837286538462 -0.80033883225 -0.794397673461538
7 "WALKING" 0.17121400552459 -0.0216617379639344 -0.125524874540984 -0.266470807777049 -0.271465933093443 -0.114514691791803 0.80473598 -0.139301969039344 -0.173385737451475 -0.898104054344262 -0.921310252622951 -0.864882250983607 0.146953467029508 0.0426206594473771 0.0495207125868852 -0.343804830864754 -0.413664075885246 -0.466174276016393 -0.0959221296442623 -0.0324412426627869 0.110351402619672 -0.456998535737705 -0.45938197242623 -0.437123858311475 -0.0809146131655738 -0.039780750407541 -0.064287790495082 -0.526248511311475 -0.489471717488525 -0.592410593934426 -0.174717980957377 -0.209893843508197 -0.174717980957377 -0.209893843508197 -0.38025975057377 -0.2744544247 -0.270810408655738 -0.337793613393443 -0.543619304065574 -0.465497812067213 -0.283719109737705 -0.297870237098361 -0.232454535359016 -0.26062026614918 -0.305102997491803 -0.124253451990164 -0.379401950921311 -0.437336197627869 -0.427306865036066 -0.366561719334426 -0.428358648939344 -0.504059048098361 -0.396302100983607 -0.417002988081967 -0.41701278852459 -0.48148768395082 -0.493063569016393 -0.498926098229508 -0.21392499657377 -0.332730126221311 -0.278020797865902 -0.277020240944262 -0.401074200409836 -0.414179708491803 -0.47669308739623 -0.490154652834426
7 "WALKING_DOWNSTAIRS" 0.274462961935484 -0.0184340408354839 -0.107281218387097 -0.861926153870968 -0.842922005806452 -0.827143890304839 0.813842410322581 -0.0336077628016129 0.070118346483871 -0.989726421612903 -0.973327647096774 -0.960758987741935 0.0904132489354839 0.0106406173322581 0.0161250981064516 -0.871947951935484 -0.897813042903226 -0.913428556451613 -0.0272131690029032 -0.0796191239032258 0.101822528677419 -0.88697679483871 -0.880090126451613 -0.888273573225806 -0.100416984145161 -0.035971113516129 -0.0530861285806452 -0.919337650645161 -0.921283087741935 -0.927231248387097 -0.838112688064516 -0.818730601962258 -0.838112688064516 -0.818730601962258 -0.890212779451613 -0.863118348709677 -0.858983671612903 -0.849437669032258 -0.924328502580645 -0.920165882580645 -0.877222562677419 -0.86298032516129 -0.866723914193548 -0.856939903032258 -0.842685187419355 -0.820557484258065 -0.884198421612903 -0.900795579677419 -0.904276156129032 -0.871171509032258 -0.901810103548387 -0.921144892903226 -0.881264333225806 -0.889870201612903 -0.89187276 -0.890218806129032 -0.876697226129032 -0.897833103870968 -0.837904641129032 -0.836298629677419 -0.867138427645161 -0.858212021741935 -0.882274581290323 -0.855612400322581 -0.921688590645161 -0.923760405806452
7 "WALKING_UPSTAIRS" 0.259480922173913 -0.0208423927478261 -0.103725903543478 -0.625621552173913 -0.574119064069565 -0.486733064252174 0.300703579130435 0.0791278197934783 0.29326466908913 -0.967226498478261 -0.966719432173913 -0.95655567173913 0.0942333490195652 0.0461781878456522 0.0572609149963043 -0.655819845391304 -0.612001277086957 -0.646909885265217 -0.00803480757630435 -0.0886417847043478 0.0903664001304348 -0.73114038 -0.653257520521739 -0.70148408 -0.110101579078261 -0.05060940535 -0.0689513526930435 -0.691376528247826 -0.664425570065217 -0.759220388978261 -0.553371940913043 -0.566422777304348 -0.553371940913043 -0.566422777304348 -0.636110466695652 -0.551126194586957 -0.6325430325 -0.623728604978261 -0.708447601521739 -0.64479483438913 -0.63632844826087 -0.573609454086957 -0.545400208867391 -0.622354590586957 -0.601993866347826 -0.496734600332609 -0.674791346782609 -0.630960056786957 -0.621890936519565 -0.666870356534783 -0.618250282173913 -0.6702456825 -0.67839646173913 -0.631539847565217 -0.683551209652174 -0.750286846826087 -0.671544979130435 -0.736609485 -0.560034274630435 -0.638181825471739 -0.558077066671739 -0.54543921723913 -0.640368300369565 -0.680224564565217 -0.659738265543478 -0.651290996730435
8 "LAYING" 0.354512363888889 -0.0114267373305556 -0.1070929163 -0.250173273737037 0.0980851735555556 -0.172522845314815 0.747505527407407 -0.140544951759259 -0.0425394917944444 -0.93871603537037 -0.934566014814815 -0.90137949537037 0.0622841967407407 -0.0691555799018519 -0.0297784973037037 -0.224715080327778 -0.0706238147592593 -0.436233057148148 0.0407601518114815 -0.092771756182963 0.0766306593833333 -0.412093040944444 -0.246923796511111 -0.158043309190741 -0.170434993185185 0.0611406838388889 0.00189202708888889 -0.420100379407407 -0.439124923166667 -0.46321726087037 -0.0740015419574074 -0.253225433514815 -0.0740015419574074 -0.253225433514815 -0.171654144681111 -0.248371148522222 -0.0968575073603704 -0.282053547922222 -0.41844667 -0.501410451092593 -0.24413141637037 0.0486426326111111 -0.256642458203704 -0.254726784092593 0.0516471992592593 -0.19567307227037 -0.255023410422222 -0.138217859296296 -0.401022284162963 -0.264347945796296 -0.0611576742037037 -0.471546400225926 -0.296525759037037 -0.254516311998148 -0.164000928262963 -0.450581559925926 -0.250363634275926 -0.236604547425926 -0.170087464840741 -0.424248632722222 -0.180816851033333 -0.3505917665 -0.321448368592593 -0.384147750805556 -0.475837681546296 -0.574390533703704
8 "SITTING" 0.277741620833333 -0.0173435551583333 -0.110669875854167 -0.973932132479167 -0.951038282916667 -0.9606292713125 0.619340809583333 0.182605962520833 0.137709346 -0.994408193958333 -0.988679138125 -0.980772946041667 0.0772189078541667 0.00730510037979167 -0.00110772456541667 -0.970487004583333 -0.96228830125 -0.972538684125 -0.0333760354791667 -0.0852158192708333 0.0955118061666667 -0.97215882375 -0.964793493125 -0.971559785416667 -0.104877847291667 -0.0294491478333333 -0.0649698213958333 -0.977373806041667 -0.976149910479167 -0.977614887916667 -0.962693584583333 -0.964945508916667 -0.962693584583333 -0.964945508916667 -0.967881861458333 -0.969549374166667 -0.959894719375 -0.960725234375 -0.977756865625 -0.977178185 -0.971886891354167 -0.954096343541667 -0.9637616961875 -0.9750053105 -0.952055253958333 -0.96184589 -0.970001332083333 -0.963656900416667 -0.9683278185625 -0.973785446020833 -0.963470049583333 -0.975407757708333 -0.966854516916667 -0.964983241666667 -0.96892590513125 -0.973860525625 -0.965231295479167 -0.975167766875 -0.964779652083333 -0.97031992 -0.965596930208333 -0.9741435175 -0.964307106875 -0.965381998125 -0.975411786875 -0.981256447916667
8 "STANDING" 0.28680806 -0.0215866351479167 -0.104568712 -0.688496970770833 -0.493349246458333 -0.6210521416375 0.631283345416667 0.0969523305416667 0.071295879375 -0.976062744166667 -0.968594906458333 -0.951037982291667 0.0583138851458333 0.00701245714166667 0.000539686351458332 -0.685362485125 -0.553651567041667 -0.730199359608333 -0.00599687265625 -0.0627713961541667 0.031576822595625 -0.73194674425 -0.68904831153125 -0.648418406583333 -0.0501063350833333 -0.0670886696666667 -0.0605409230604167 -0.749200593020833 -0.749824540839583 -0.769156135625 -0.598654807833333 -0.653960803041667 -0.598654807833333 -0.653960803041667 -0.633297821333333 -0.655397945625 -0.611499080033333 -0.698956506947917 -0.743105006875 -0.782381023979167 -0.692935861395833 -0.507507643541667 -0.661419612395833 -0.688876159275 -0.518693898333333 -0.62985183778125 -0.700555447625 -0.588368540729167 -0.718143402552083 -0.698340037291667 -0.5469753295 -0.740892808166667 -0.687944644889583 -0.687437109333333 -0.649672411020833 -0.747019106770833 -0.693853713479167 -0.682085094208333 -0.61918617975 -0.731277365104167 -0.630613513395833 -0.692506441583333 -0.717337178741667 -0.739597883333333 -0.7726069138125 -0.8110578975
8 "WALKING" 0.17820399045614 -0.0235897668140351 -0.0973987387368421 -0.289090857473684 0.116946136368421 -0.130577387017544 0.68643129754386 -0.126087192964912 0.0442334294522807 -0.892022962912281 -0.888801518473684 -0.855467856175439 0.131054172421053 0.0307716225159649 -0.0641090225298246 -0.282629444157895 -0.0947142444561404 -0.471470935052632 0.0434176103877193 -0.142967123608772 0.0536225280175439 -0.412724115666667 -0.258450058242105 -0.167297887194737 -0.101639228526316 -0.0920243497126316 -0.089476192877193 -0.451804852552632 -0.471669502945614 -0.495538263 -0.0923968659596491 -0.221444669017544 -0.0923968659596491 -0.221444669017544 -0.23203863412807 -0.257073731140351 -0.0947176692473684 -0.271351086342105 -0.457084289350877 -0.516712596140351 -0.274668205649123 0.0789390593859649 -0.22159399482807 -0.298039553122807 0.0624272269298246 -0.154469822508772 -0.300310565192982 -0.145062760552632 -0.417364415280702 -0.329746039596491 -0.104584131421053 -0.524758679210526 -0.330305477194737 -0.278153739947368 -0.219428710773684 -0.442384359631579 -0.256130312607018 -0.2319003982 -0.150874642736842 -0.391427795894737 -0.197384667875439 -0.350947035508772 -0.324434894140351 -0.365493934526316 -0.493250551926316 -0.585468419912281
8 "WALKING_DOWNSTAIRS" 0.274264732424242 -0.0160567036818182 -0.106528081787879 -0.989059530606061 -0.977972871212121 -0.979483946060606 0.587503727878788 0.269465901939394 0.268031772484848 -0.990505852424242 -0.98774187 -0.98078613 0.075681139 0.00886328017884848 -0.00205558905787879 -0.990323042424242 -0.98609919 -0.988759982424242 -0.0231123464545455 -0.0735741206060606 0.0991628974848485 -0.988641175454545 -0.979564074242424 -0.976225492424242 -0.0986857721818182 -0.0425725797272727 -0.0573213564242424 -0.993942538787879 -0.991398461818182 -0.990019259090909 -0.983365334545455 -0.982502053030303 -0.983365334545455 -0.982502053030303 -0.989838143636364 -0.988765761212121 -0.971462523030303 -0.970259764848485 -0.993372139090909 -0.990783603333333 -0.990484984242424 -0.980592355757576 -0.983425288484848 -0.988736140606061 -0.977423768484848 -0.978019608181818 -0.990516678484848 -0.985831461515152 -0.986862183333333 -0.991009117272727 -0.987533329393939 -0.989235902424242 -0.987757851212121 -0.983940663636364 -0.977241342424242 -0.988967368484848 -0.977440283939394 -0.978011191515151 -0.985107099393939 -0.982960295151515 -0.988515229090909 -0.987811278787879 -0.978289828787879 -0.970211916363636 -0.991262160606061 -0.990492043333333
8 "WALKING_UPSTAIRS" 0.259338556829268 -0.0183187294707317 -0.117850725634146 -0.521666911807317 -0.208186626585366 -0.37436591597561 0.56189079 0.0240355327229268 0.107448034132268 -0.959532931707317 -0.947330862926829 -0.899627782195122 0.0933692279882927 0.0303032333863415 -0.00415795471609756 -0.523125005085366 -0.350802904712195 -0.561398112512195 -0.0247391101317073 -0.0707962698292683 0.0351514727707317 -0.59017273715122 -0.5038762975 -0.381864632907317 -0.092773961397561 -0.0800832579512195 -0.0845130449268293 -0.623333147829268 -0.62894138997561 -0.629087732560976 -0.365765002136585 -0.469716168439024 -0.365765002136585 -0.469716168439024 -0.441635409656098 -0.485966971317073 -0.382976122902439 -0.512161742636585 -0.616004818707317 -0.669929342682927 -0.537998699956098 -0.243146824390244 -0.435949279270732 -0.518131911031707 -0.241434682804878 -0.394236832985366 -0.548455984487805 -0.40457671747561 -0.538591824317073 -0.540386768597561 -0.338676372482927 -0.583028668141463 -0.53956800795122 -0.498874411439024 -0.399463661871463 -0.608949169878049 -0.512850127585366 -0.435309714170732 -0.428744801156098 -0.579881206790244 -0.450333662195122 -0.539824315585366 -0.550051081219512 -0.572492757317073 -0.655581252439024 -0.713425525
9 "LAYING" 0.34129952453125 -0.0270289233452813 -0.10869750134375 -0.239951927859375 -0.367859184765625 -0.233687140009375 0.7488246121875 -0.0533245447296875 -0.0045452842621875 -0.95777970875 -0.9440123053125 -0.9060660475 0.03584964958125 0.0388958133029687 -0.0512383696896875 -0.29623834321875 -0.481209250703125 -0.5454934880625 -0.081092973109375 -0.0891748229217187 0.106655251481875 -0.507372787875 -0.4925501433125 -0.371891734063438 -0.0993914754921875 -0.010671571396875 -0.0832307031625 -0.62972476734375 -0.61897743296875 -0.577920631875 -0.20379061875 -0.233489408729062 -0.20379061875 -0.233489408729062 -0.379918677617188 -0.33702913598125 -0.326323885207813 -0.49690160484375 -0.6108475790625 -0.6440592603125 -0.28984423325 -0.3962329815 -0.356489223337969 -0.2232407810625 -0.395364980625 -0.23058802188125 -0.364607088892188 -0.507615869 -0.514870150921875 -0.290030358146875 -0.48914035709375 -0.57490803875 -0.453803562453125 -0.4969667770625 -0.39664864508125 -0.528265150875 -0.49567631196875 -0.423991375671875 -0.242574178671875 -0.3501597761875 -0.34049633463125 -0.338607034328125 -0.53554985296875 -0.5595796059375 -0.6437125775 -0.67055478890625
9 "SITTING" 0.278148479117647 -0.0164436930558824 -0.108354989176471 -0.984105040294118 -0.957826302941176 -0.948499728529412 0.882429366764706 -0.0178516042332353 0.0314116857264706 -0.996140359411765 -0.984393939411765 -0.973300320882353 0.0773512036176471 0.0169860605617647 2.27141117647056e-05 -0.978402386764706 -0.974211204117647 -0.976580041764706 -0.0243644750882353 -0.0860099380294118 0.0825119705882353 -0.965743479411765 -0.961988935 -0.967056012352941 -0.0993198791470588 -0.0359004064117647 -0.0539335266970588 -0.970833113529412 -0.981462134411765 -0.981757775882353 -0.967676320588235 -0.962257868235294 -0.967676320588235 -0.962257868235294 -0.978358706470588 -0.972630398235294 -0.958852417941176 -0.950701465588235 -0.981239561176471 -0.977166281764706 -0.980620283823529 -0.961447729117647 -0.958124256470588 -0.985726356764706 -0.957757425882353 -0.946628720294118 -0.978924407352941 -0.973988032058824 -0.973396554117647 -0.979826624705882 -0.976453119411765 -0.978351595294118 -0.958788351470588 -0.966866375588235 -0.966174927058824 -0.968041382647059 -0.959536594411765 -0.970301226470588 -0.965428982941176 -0.965362265588235 -0.972510272058824 -0.971661275588235 -0.960229179117647 -0.952819589117647 -0.978708442941176 -0.976617108235294
9 "STANDING" 0.287207275789474 -0.0190439742140351 -0.101942520350877 -0.743526853157895 -0.729846610526316 -0.668951233578947 0.483399890701754 -0.0539909725436842 0.261256243308772 -0.981335211403509 -0.972777915614035 -0.948590253157895 0.088446781122807 0.0215100634070175 -0.0264044687652632 -0.746524317784211 -0.78309539245614 -0.805427910350877 -0.0346767996433333 -0.0803975111719298 0.0866381492649123 -0.798355044561403 -0.790749600175439 -0.75830849622807 -0.0975295644684211 -0.0395617523578947 -0.0306435215452632 -0.839790949122807 -0.851214570350877 -0.830497639298246 -0.695129369735895 -0.748994054561404 -0.695129369735895 -0.748994054561404 -0.752933626087719 -0.769800329824561 -0.728752878677193 -0.791983507368421 -0.842018239649123 -0.861573873508772 -0.771390229491228 -0.751412086315789 -0.734578644578947 -0.734320945438596 -0.73608903577193 -0.660998069191228 -0.783493900877193 -0.802973515087719 -0.800127144210526 -0.73289253384193 -0.777038271719298 -0.809476281929825 -0.766035793157895 -0.796696221578947 -0.750574823122807 -0.810139762807017 -0.790091337350877 -0.783535508368421 -0.750593503491228 -0.788238756140351 -0.775631012554386 -0.763880133859649 -0.814319417192983 -0.814491378070175 -0.863788006666667 -0.868416245789474
9 "WALKING" 0.16921900145283 -0.0251599474613208 -0.0717026075283019 -0.373022539754717 -0.415376567550943 -0.306940176093585 0.632239161320755 -0.0361182622611321 0.0959828476850943 -0.887973149811321 -0.89971591245283 -0.842161507188679 0.156650303884906 -0.0141383857679245 0.0736762641169811 -0.438712119962264 -0.602996736603774 -0.650817823396226 -0.136196914522642 -0.0455992043613208 0.167342218018868 -0.544609838981132 -0.530947986037736 -0.446719557090566 -0.036105267054717 -0.0715469347188679 -0.0554621856 -0.69221072 -0.702909205283019 -0.676679690754717 -0.299685774918868 -0.325474091358491 -0.299685774918868 -0.325474091358491 -0.520528600096226 -0.461631536 -0.335300218883019 -0.494798423018868 -0.69633088509434 -0.712593912830189 -0.399943643767925 -0.468925485320755 -0.430300411811321 -0.36471776140566 -0.430097707811321 -0.301769429392453 -0.489803349792453 -0.616859674339623 -0.615522679509434 -0.437796777169811 -0.616355999433962 -0.685155274716981 -0.507110138622642 -0.566198442018868 -0.496678195471698 -0.560913617886793 -0.518661827603774 -0.484982903067925 -0.341114458396226 -0.4271492349 -0.4638761253 -0.464558146584906 -0.571791538867925 -0.534406085188679 -0.712405297358491 -0.73387608509434
9 "WALKING_DOWNSTAIRS" 0.27394073 -0.0149081522176471 -0.108690055647059 -0.812785326470588 -0.777191340294118 -0.754458476029412 0.666467128529412 -0.0469611195029412 0.174421616561765 -0.984072258529412 -0.973408152941176 -0.962204668823529 0.0379299980382353 -0.0197405378264706 0.00526674414558824 -0.807274065294118 -0.842555739705882 -0.861128232647059 -0.0249625228 -0.0803042850917647 0.0845082827941177 -0.816881806176471 -0.835881008235294 -0.76626003387 -0.0939360460882353 -0.0277925761764706 -0.0167799853176471 -0.880239927647059 -0.904993345588235 -0.877741823823529 -0.769527697676471 -0.831330322647059 -0.769527697676471 -0.831330322647059 -0.81621636 -0.830177902352941 -0.765452643388235 -0.827940520588235 -0.891477349705882 -0.910720446470588 -0.811574948529412 -0.803931114705882 -0.802192726764706 -0.813617466176471 -0.777882542352941 -0.748656459164706 -0.825077563235294 -0.857361232941176 -0.855171081470588 -0.806211982941176 -0.837331130294118 -0.866226351470588 -0.797681536323529 -0.851550417058824 -0.789319331764706 -0.824524917058824 -0.828789702382353 -0.781962590791176 -0.818770328823529 -0.864528252058824 -0.824466536176471 -0.838322903823529 -0.851967721470588 -0.842214777647059 -0.910643798529412 -0.917136106764706
9 "WALKING_UPSTAIRS" 0.258625258913043 -0.0177791134093261 -0.113221923491304 -0.46579703776087 -0.428389374913043 -0.402295346717391 0.685951995217391 -0.0620503648108696 0.0732113302717391 -0.967525423913044 -0.944931172826087 -0.926522663695652 0.10084926376087 -0.0199647771630435 0.00876070232195652 -0.458174014434783 -0.573203101521739 -0.652767546521739 -0.0899104477130435 -0.0578126085456522 0.111013526947826 -0.594926346086956 -0.592168040217391 -0.425719087336957 -0.115052647485652 -0.0553906510086957 -0.0644093412478261 -0.686491495652174 -0.721204710652174 -0.67497050326087 -0.38868659 -0.508845846304348 -0.38868659 -0.508845846304348 -0.504078140586957 -0.524823059565217 -0.426895894543478 -0.594744093695652 -0.697193971956522 -0.742039463478261 -0.482075987847826 -0.493299922391304 -0.504072066891304 -0.460246506978261 -0.433070885608696 -0.396550321793044 -0.514499263478261 -0.615574810217391 -0.632422973043478 -0.450147178152174 -0.557375422586956 -0.67193816173913 -0.542963597695652 -0.606911915 -0.484194478869565 -0.61426256173913 -0.589214487608696 -0.463672412158696 -0.484071240869565 -0.601055313108696 -0.516574188391304 -0.53855019876087 -0.635598449347826 -0.638093093043478 -0.740772184782609 -0.76250126
10 "LAYING" 0.368835613392857 -0.0161387309214286 -0.118070490203571 -0.113631363607143 -0.0780003745428571 -0.304240411772321 0.83303829875 -0.065288211 0.0502554363589286 -0.94450282875 -0.944276599107143 -0.920551311428571 0.0439917902589286 0.0161145260535714 -0.0335030022089286 -0.0851689277785714 -0.10816706766625 -0.518139718035714 -0.0541256323339286 -0.117992387700589 0.0897937570089286 -0.4013769466375 -0.264825017589286 -0.252286221151786 -0.117286858585714 0.021922284625 -0.04203031851 -0.448040167678571 -0.559720431964286 -0.399028432285714 -0.0685030587321429 -0.140131087814286 -0.0685030587321429 -0.140131087814286 -0.178798858477857 -0.0782516546428571 -0.145760714498214 -0.328027533660714 -0.495443890714286 -0.567363411428571 -0.102593145678571 -0.0584733815803571 -0.362259318592857 -0.119611660553571 -0.149703639879643 -0.3331977370875 -0.124368820428571 -0.14388096330125 -0.464974561898214 -0.126461052614464 -0.130985848885714 -0.5712629375 -0.301284623482143 -0.359313563821429 -0.191453079594643 -0.436111790625 -0.222773232553571 -0.342391464892857 -0.0795755233892857 -0.312549615644643 -0.0519425528392857 -0.124064863420893 -0.386026394428571 -0.407335967696429 -0.565841872321429 -0.601160355
10 "SITTING" 0.277944095438596 -0.0175972714964912 -0.105809770263158 -0.944261159298246 -0.934107296210526 -0.950043574157895 0.551553529298246 0.0233624864385965 0.0295166977736842 -0.994970349824561 -0.989316011403509 -0.985822588070175 0.092225446368421 0.00848147860175439 -0.0064257773677193 -0.942579807719298 -0.944603858247368 -0.966700033684211 -0.0320939953859649 -0.0784855722280702 0.0880308471754386 -0.956460817192982 -0.963141254561404 -0.947573216842105 -0.104470818526316 -0.0407341187842105 -0.0486391773614035 -0.962827358245614 -0.973998997017544 -0.962798719824561 -0.938546791403509 -0.937209541403509 -0.938546791403509 -0.937209541403509 -0.948905758508772 -0.943543320315789 -0.941148265982456 -0.948418475964912 -0.970058992280702 -0.969988781578947 -0.94420734 -0.935481420701754 -0.952684240175439 -0.944500398070175 -0.936828140385965 -0.95186961754386 -0.945378109122807 -0.945536058745614 -0.961836495438597 -0.944719817719298 -0.947609780192982 -0.970269169824561 -0.947197427192982 -0.963335771754386 -0.945302315333333 -0.959792624736842 -0.963304228421053 -0.953105902807018 -0.936282361578947 -0.946898907491228 -0.942473779403509 -0.944420499578947 -0.954017657017544 -0.953650553333333 -0.970042135789474 -0.971841249122807
